AdmArea,District,Address,Long,Lat
Южный административный округ,Даниловский район,"Крутицкая набережная, дом 17",37.66,55.72
Западный административный округ,район Крылатское,"Осенний бульвар, дом 10, корпус 2",37.41,55.76
Восточный административный округ,район Косино-Ухтомский,"Оранжерейная улица, дом 13А",37.86,55.72
Западный административный округ,район Раменки,"улица Лобачевского, дом 98",37.48,55.68
Западный административный округ,район Внуково,"Рассказовская улица, дом 31",37.31,55.61
Северо-Западный административный округ,район Щукино,"Авиационная улица, дом 70, корпус 4",37.45,55.81
Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Народного Ополчения, дом 16, корпус 4",37.48,55.77
Северо-Западный административный округ,район Строгино,"улица Кулакова, дом 3, корпус 1",37.40,55.81
Северо-Западный административный округ,район Строгино,"улица Кулакова, дом 2, корпус 2",37.40,55.82
Юго-Восточный административный округ,район Люблино,"Спортивный проезд, дом 3А",37.75,55.68
Северный административный округ,Тимирязевский район,"улица Вучетича, дом 6",37.56,55.81
Северо-Восточный административный округ,Бабушкинский район,"Радужная улица, дом 7",37.67,55.86
Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1530",37.16,55.98
Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 429А",37.21,55.99
Северо-Западный административный округ,район Южное Тушино,"бульвар Яна Райниса, дом 39",37.42,55.85
Восточный административный округ,район Косино-Ухтомский,"Каскадная улица, дом 20, корпус 3",37.87,55.71
Северо-Восточный административный округ,Бутырский район,"улица Руставели, дом 17",37.60,55.81
Западный административный округ,район Филёвский Парк,"Кастанаевская улица, дом 7",37.50,55.74
Западный административный округ,район Филёвский Парк,"Минская улица, дом 8, корпус 1",37.49,55.74
Западный административный округ,район Раменки,"2-й Сетуньский проезд, дом 4",37.54,55.73
Западный административный округ,район Раменки,"Мичуринский проспект, дом 54, корпус 4",37.49,55.69
Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 13",37.50,55.75
Западный административный округ,район Кунцево,"Кунцевская улица, дом 19, корпус 3",37.41,55.73
Западный административный округ,район Фили-Давыдково,"улица Герасима Курина, дом 8, корпус 2",37.48,55.73
Западный административный округ,район Раменки,"2-й Мосфильмовский переулок, дом 1",37.52,55.72
Западный административный округ,район Кунцево,"Кунцевская улица, дом 4, корпус 2",37.42,55.73
Западный административный округ,район Раменки,"Мичуринский проспект, дом 25, корпус 1",37.50,55.70
Западный административный округ,район Раменки,"Мосфильмовская улица, дом 78",37.50,55.71
Западный административный округ,район Тропарёво-Никулино,"проспект Вернадского, дом 91, корпус 2",37.49,55.67
Центральный административный округ,Тверской район,"Новослободская улица, дом 58/12, строение 6",37.60,55.79
Троицкий административный округ,поселение Троицк,"город Троицк, Солнечная улица, дом 2",37.29,55.47
Юго-Западный административный округ,район Котловка,"улица Ремизова, дом 3, корпус 2",37.60,55.68
Восточный административный округ,район Соколиная Гора,"Мироновская улица, дом 9",37.73,55.78
Северный административный округ,район Коптево,"Большая Академическая улица, дом 8, корпус 2",37.53,55.82
Юго-Восточный административный округ,район Выхино-Жулебино,"Ташкентская улица, дом 21, корпус 2",37.82,55.70
Северо-Восточный административный округ,Алексеевский район,"улица Бориса Галушкина, дом 18",37.66,55.82
Центральный административный округ,Пресненский район,"Мантулинская улица, дом 5, строение 2",37.55,55.76
Северо-Восточный административный округ,район Северный,"Челобитьевское шоссе, дом 14, корпус 3",37.55,55.91
Северо-Восточный административный округ,район Южное Медведково,"Ясный проезд, дом 11",37.62,55.87
Западный административный округ,район Очаково-Матвеевское,"Веерная улица, дом 14А",37.49,55.71
Северо-Восточный административный округ,район Марьина Роща,"Октябрьская улица, дом 91А",37.61,55.80
Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 30",37.54,55.74
Западный административный округ,район Дорогомилово,"набережная Тараса Шевченко, дом 1",37.57,55.75
Западный административный округ,район Фили-Давыдково,"Минская улица, дом 15, корпус 2",37.48,55.74
Восточный административный округ,район Восточный,"Западная улица, дом 16Б",37.88,55.82
Северо-Восточный административный округ,Лосиноостровский район,"Норильская улица, дом 4",37.70,55.88
Северо-Восточный административный округ,Бабушкинский район,"Ленская улица, дом 6",37.67,55.87
Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1556",37.15,55.98
Северо-Восточный административный округ,район Южное Медведково,"Ясный проезд, дом 24, корпус 4",37.63,55.88
Северо-Восточный административный округ,район Бибирево,"улица Плещеева, дом 24",37.62,55.89
Зеленоградский административный округ,район Старое Крюково,"площадь Колумба, дом 1",37.19,55.99
Северный административный округ,район Беговой,"Ленинградский проспект, дом 33, корпус 1",37.56,55.79
Восточный административный округ,район Перово,"2-я Владимирская улица, дом 30, корпус 2",37.78,55.75
Западный административный округ,район Дорогомилово,"Кутузовский проезд, дом 10",37.54,55.74
Северо-Западный административный округ,район Хорошёво-Мнёвники,"проспект Маршала Жукова, дом 3",37.50,55.78
Западный административный округ,район Тропарёво-Никулино,"улица 26-ти Бакинских Комиссаров, дом 3, корпус 3",37.49,55.66
Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Маршала Тухачевского, дом 32, корпус 2",37.47,55.79
Западный административный округ,район Очаково-Матвеевское,"Матвеевская улица, дом 42, корпус 5",37.46,55.71
Западный административный округ,район Очаково-Матвеевское,"Озёрная улица, дом 29, корпус 3",37.45,55.67
Западный административный округ,район Очаково-Матвеевское,"Очаковское шоссе, дом 8, корпус 4",37.46,55.70
Западный административный округ,район Очаково-Матвеевское,"Очаковское шоссе, дом 13, корпус 1",37.45,55.69
Западный административный округ,район Кунцево,"Партизанская улица, дом 9, корпус 1",37.41,55.73
Западный административный округ,район Кунцево,"Полоцкая улица, дом 16",37.43,55.73
Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Народного Ополчения, дом 11",37.48,55.77
Северо-Восточный административный округ,район Свиблово,"Лазоревый проезд, дом 18",37.63,55.85
Северо-Восточный административный округ,район Марьина Роща,"Октябрьская улица, дом 105",37.61,55.80
Северо-Восточный административный округ,район Марьина Роща,"Тихвинская улица, дом 20",37.60,55.79
Северо-Восточный административный округ,район Лианозово,"Абрамцевская улица, дом 2",37.57,55.89
Западный административный округ,район Крылатское,"улица Крылатские Холмы, дом 36, корпус 3",37.41,55.77
Северо-Восточный административный округ,район Отрадное,"улица Декабристов, дом 24А",37.61,55.86
Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, дом 60Б",37.59,55.88
Северо-Восточный административный округ,район Отрадное,"Северный бульвар, дом 17А",37.61,55.87
Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 142",37.21,56.01
Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 818",37.19,55.98
Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 97, корпус 3",37.59,55.90
Северо-Западный административный округ,район Митино,"улица Барышиха, дом 29, корпус 1",37.34,55.85
Восточный административный округ,район Соколиная Гора,"Щербаковская улица, дом 32/7",37.73,55.78
Западный административный округ,район Фили-Давыдково,"Инициативная улица, дом 9, корпус 2",37.46,55.72
Южный административный округ,район Зябликово,"улица Мусы Джалиля, дом 5, корпус 5",37.75,55.63
Западный административный округ,район Внуково,"Изваринская улица, дом 3",37.25,55.61
Западный административный округ,район Крылатское,"Крылатская улица, дом 29, корпус 1",37.41,55.77
Северо-Западный административный округ,район Южное Тушино,"Туристская улица, дом 11, корпус 2",37.42,55.85
Северо-Западный административный округ,район Покровское-Стрешнево,"1-й Тушинский проезд, дом 13",37.42,55.83
Центральный административный округ,Красносельский район,"Пантелеевская улица, дом 2",37.65,55.78
Северо-Западный административный округ,район Митино,"улица Барышиха, дом 17, корпус 1",37.35,55.84
Юго-Западный административный округ,район Северное Бутово,"Коктебельская улица, дом 4, корпус 2",37.58,55.57
Юго-Западный административный округ,Обручевский район,"улица Академика Челомея, дом 6А",37.53,55.66
Юго-Западный административный округ,Обручевский район,"улица Гарибальди, дом 28, корпус 3",37.55,55.67
Северо-Западный административный округ,район Южное Тушино,"Аэродромная улица, дом 9",37.43,55.85
Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 14Б",37.57,55.57
Юго-Западный административный округ,район Северное Бутово,"Феодосийская улица, дом 11А",37.58,55.56
Северо-Западный административный округ,район Южное Тушино,"улица Фабрициуса, дом 27, корпус 2",37.43,55.84
Восточный административный округ,район Ивановское,"улица Молостовых, дом 15, корпус 2",37.84,55.75
Восточный административный округ,район Ивановское,"улица Молостовых, дом 8, корпус 1",37.83,55.76
Южный административный округ,Нагорный район,"Варшавское шоссе, дом 75Г",37.62,55.66
Южный административный округ,Нагорный район,"Чонгарский бульвар, дом 1, корпус 2",37.62,55.65
Южный административный округ,Даниловский район,"улица Симоновский Вал, дом 16, корпус 2",37.66,55.72
Южный административный округ,Даниловский район,"улица Симоновский Вал, дом 24, корпус 2",37.66,55.72
Южный административный округ,Даниловский район,"улица Симоновский Вал, дом 8",37.66,55.73
Северо-Восточный административный округ,район Северный,"7-я Северная линия, дом 13, строение 1",37.55,55.94
Северо-Западный административный округ,район Строгино,"улица Кулакова, дом 17, корпус 2",37.40,55.81
Северо-Западный административный округ,район Строгино,"Таллинская улица, дом 20, корпус 4",37.40,55.80
Северо-Западный административный округ,район Южное Тушино,"Нелидовская улица, дом 18",37.44,55.85
Южный административный округ,район Зябликово,"Кустанайская улица, дом 6, корпус 2",37.75,55.62
Южный административный округ,Даниловский район,"Даниловская набережная, дом 4А",37.64,55.71
Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 35/30, строение 1",37.54,55.74
Троицкий административный округ,поселение Кленовское,"село Кленово, дом 73А",37.35,55.32
Южный административный округ,район Зябликово,"Ореховый бульвар, дом 71",37.76,55.62
Западный административный округ,район Фили-Давыдково,"Кастанаевская улица, дом 31, корпус 3",37.48,55.73
Юго-Западный административный округ,район Коньково,"Профсоюзная улица, дом 88/20",37.53,55.65
Южный административный округ,район Бирюлёво Восточное,"Бирюлёвская улица, дом 50",37.66,55.58
Юго-Западный административный округ,район Южное Бутово,"Бартеневская улица, дом 27",37.53,55.55
Южный административный округ,Даниловский район,"Даниловская набережная, дом 6",37.64,55.71
Центральный административный округ,район Арбат,"улица Большая Молчановка, дом 26-28",37.59,55.75
Северо-Восточный административный округ,район Свиблово,"проезд Нансена, дом 14",37.65,55.85
Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, владение 6А",37.63,55.87
Юго-Западный административный округ,район Южное Бутово,"Чечёрский проезд, дом 56",37.53,55.53
Южный административный округ,Нагорный район,"Симферопольский бульвар, дом 15",37.61,55.66
Северо-Западный административный округ,район Южное Тушино,"проезд Донелайтиса, дом 25",37.42,55.85
Восточный административный округ,район Вешняки,"Вешняковская улица, дом 37",37.82,55.72
Южный административный округ,Даниловский район,"3-й Павелецкий проезд, дом 11А",37.64,55.71
Северо-Восточный административный округ,район Северный,"Челобитьевское шоссе, дом 2, корпус 1",37.55,55.92
Западный административный округ,район Очаково-Матвеевское,"Матвеевская улица, дом 42, корпус 1",37.46,55.71
Центральный административный округ,Мещанский район,"Большая Переяславская улица, дом 17",37.64,55.79
Северо-Западный административный округ,район Южное Тушино,"улица Фабрициуса, дом 4, строение 1",37.45,55.85
Северо-Западный административный округ,район Южное Тушино,"Сходненская улица, дом 42",37.44,55.84
Южный административный округ,Нагорный район,"Чонгарский бульвар, дом 17",37.61,55.65
Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 8",37.71,55.68
Северо-Восточный административный округ,район Северный,"Дмитровское шоссе, дом 165Д, корпус 6",37.54,55.92
Северный административный округ,Савёловский район,"улица Юннатов, дом 17, корпус 2",37.56,55.80
Западный административный округ,район Внуково,"2-я Рейсовая улица, дом 25Б",37.31,55.61
Северо-Восточный административный округ,район Северный,"9-я Северная линия, дом 1, корпус 3",37.56,55.94
Западный административный округ,район Дорогомилово,"площадь Победы, дом 2, корпус 2",37.52,55.74
Северо-Восточный административный округ,район Северный,"9-я Северная линия, дом 13",37.55,55.93
Южный административный округ,район Нагатино-Садовники,"1-й Нагатинский проезд, дом 16",37.63,55.68
Северо-Восточный административный округ,Бутырский район,"улица Яблочкова, дом 4",37.58,55.81
Западный административный округ,район Очаково-Матвеевское,"Большая Очаковская улица, дом 17",37.46,55.68
Северо-Восточный административный округ,район Южное Медведково,"Ясный проезд, дом 16, корпус 1",37.63,55.87
Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 13, корпус 1",37.58,55.85
Юго-Западный административный округ,район Ясенево,"Ясногорская улица, дом 13, корпус 1",37.53,55.61
Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 17А",37.62,55.90
Южный административный округ,район Орехово-Борисово Южное,"Ясеневая улица, дом 44/42",37.75,55.61
Западный административный округ,район Солнцево,"Солнцевский проспект, дом 5, корпус 2",37.40,55.65
Северный административный округ,район Ховрино,"Онежская улица, дом 53, корпус 1",37.51,55.86
Новомосковский административный округ,поселение Московский,"город Московский, 1-й микрорайон, дом 38",37.35,55.60
Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 22, строение 2",37.49,55.75
Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",37.64,55.84
Северо-Восточный административный округ,Бабушкинский район,"Олонецкий проезд, дом 5",37.66,55.88
Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",37.62,55.77
Северо-Восточный административный округ,район Лианозово,"Угличская улица, владение 13, строение 8",37.57,55.90
Северо-Восточный административный округ,Лосиноостровский район,"Шушенская улица, дом 8, строение 1",37.69,55.87
Троицкий административный округ,поселение Михайлово-Ярцевское,"посёлок Шишкин Лес, дом 49",37.19,55.41
Южный административный округ,район Орехово-Борисово Северное,"Борисовский проезд, дом 11, корпус 2",37.72,55.63
Северо-Восточный административный округ,район Бибирево,"улица Плещеева, дом 3",37.61,55.89
Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 41, корпус 1",37.76,55.66
Новомосковский административный округ,поселение Десеновское,"деревня Яковлево, Школьная улица, дом 1",37.40,55.48
Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 185, корпус 2",37.66,55.84
Восточный административный округ,район Гольяново,"Курганская улица, дом 10",37.82,55.83
Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 185, корпус 2",37.66,55.84
Восточный административный округ,район Преображенское,"Просторная улица, дом 2",37.71,55.80
Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 142",37.72,55.88
Северо-Восточный административный округ,Ярославский район,"улица Вешних Вод, дом 2, корпус 1",37.70,55.86
Юго-Западный административный округ,район Зюзино,"Нахимовский проспект, дом 11, корпус 1",37.60,55.66
Троицкий административный округ,поселение Первомайское,"посёлок Первомайское, Центральная улица, дом 1",37.16,55.54
Троицкий административный округ,поселение Вороновское,"посёлок ЛМС, микрорайон ""Центральный"", дом 40, строение 1",37.18,55.31
Троицкий административный округ,поселение Первомайское,"посёлок Птичное, Центральная улица, владение 107, строение 1",37.22,55.52
Северо-Западный административный округ,район Куркино,"Куркинское шоссе, дом 17",37.39,55.88
Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",37.64,55.84
Юго-Западный административный округ,район Коньково,"улица Введенского, дом 13, корпус 2",37.54,55.64
Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 11",37.60,55.89
Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Мнёвники, дом 10, корпус 1",37.50,55.77
Северо-Восточный административный округ,район Бибирево,"Шенкурский проезд, дом 12А",37.59,55.90
Северо-Восточный административный округ,район Свиблово,"проезд Серебрякова, дом 9, корпус 1",37.65,55.85
Центральный административный округ,Тверской район,"Пушкинская площадь, дом 2",37.61,55.77
Центральный административный округ,Басманный район,"Доброслободская улица, дом 16, корпус 2",37.67,55.77
Западный административный округ,район Раменки,"улица Раменки, дом 25, корпус 3",37.49,55.69
Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 4/2",37.56,55.75
Центральный административный округ,Тверской район,"1-я Брестская улица, дом 41",37.59,55.77
Западный административный округ,район Раменки,"улица Раменки, дом 9, корпус 4",37.49,55.69
Западный административный округ,район Тропарёво-Никулино,"улица Академика Анохина, дом 34, корпус 1",37.47,55.66
Западный административный округ,район Тропарёво-Никулино,"Никулинская улица, дом 23, корпус 3",37.45,55.67
Южный административный округ,Даниловский район,"Автозаводская улица, дом 8",37.66,55.71
Троицкий административный округ,поселение Новофедоровское,"деревня Яковлевское, дом 17",36.94,55.47
Западный административный округ,район Тропарёво-Никулино,"проспект Вернадского, дом 86Д",37.48,55.65
Северо-Западный административный округ,район Покровское-Стрешнево,"1-й Тушинский проезд, дом 15",37.42,55.83
Северный административный округ,район Западное Дегунино,"Дегунинская улица, дом 2",37.54,55.86
Западный административный округ,район Дорогомилово,"Студенческая улица, дом 30, корпус 1",37.54,55.74
Западный административный округ,район Дорогомилово,"площадь Победы, дом 1, корпус Д",37.52,55.73
Южный административный округ,район Чертаново Северное,"Балаклавский проспект, дом 33",37.59,55.64
Южный административный округ,район Царицыно,"Весёлая улица, дом 12",37.66,55.63
Восточный административный округ,район Перово,"улица Плеханова, дом 35",37.77,55.74
Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26",37.64,55.84
Северо-Восточный административный округ,район Северный,"Дмитровское шоссе, дом 165Е, корпус 6",37.54,55.93
Восточный административный округ,район Перово,"шоссе Энтузиастов, дом 50Б",37.76,55.76
Западный административный округ,район Дорогомилово,"Платовская улица, дом 4",37.56,55.75
Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 161",37.65,55.84
Южный административный округ,район Орехово-Борисово Северное,"улица Маршала Захарова, дом 25, корпус 2",37.70,55.62
Восточный административный округ,район Богородское,"Бойцовая улица, дом 20",37.72,55.81
Восточный административный округ,район Богородское,"бульвар Маршала Рокоссовского, дом 34",37.72,55.82
Восточный административный округ,район Богородское,"Краснобогатырская улица, дом 21А",37.70,55.81
Восточный административный округ,район Богородское,"Краснобогатырская улица, дом 21А",37.70,55.81
Северный административный округ,Бескудниковский район,"Дубнинская улица, дом 23",37.56,55.86
Северный административный округ,район Сокол,"улица Врубеля, дом 6",37.50,55.81
Северный административный округ,Тимирязевский район,"Учинская улица, дом 10",37.54,55.88
Новомосковский административный округ,поселение Десеновское,"деревня Ватутинки, дом 23",37.32,55.50
Северо-Западный административный округ,район Щукино,"улица Гамалеи, дом 17, корпус 1",37.46,55.80
Западный административный округ,район Раменки,"Мосфильмовская улица, дом 39, корпус 3",37.51,55.71
Троицкий административный округ,поселение Троицк,"город Троицк, Солнечная улица, дом 2",37.29,55.47
Западный административный округ,район Ново-Переделкино,"Новоорловская улица, дом 16",37.36,55.64
Троицкий административный округ,поселение Киевский,"рабочий посёлок Киевский, дом 10",36.87,55.43
Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, дом 6",37.63,55.87
Восточный административный округ,район Ивановское,"Большой Купавенский проезд, дом 10",37.82,55.78
Южный административный округ,Нагорный район,"Симферопольский бульвар, дом 1",37.61,55.66
Северо-Западный административный округ,район Щукино,"улица Маршала Конева, дом 11",37.49,55.79
Восточный административный округ,район Восточное Измайлово,"Нижняя Первомайская улица, дом 51",37.81,55.79
Восточный административный округ,район Новокосино,"Суздальская улица, дом 22Б",37.86,55.74
Западный административный округ,район Фили-Давыдково,"улица Герасима Курина, дом 16",37.47,55.73
Восточный административный округ,район Косино-Ухтомский,"Златоустовская улица, дом 3",37.86,55.70
Западный административный округ,район Кунцево,"Оршанская улица, дом 10, корпус 1",37.41,55.74
Западный административный округ,район Кунцево,"Партизанская улица, дом 39",37.40,55.74
Северо-Западный административный округ,район Куркино,"Куркинское шоссе, дом 27",37.39,55.88
Центральный административный округ,Мещанский район,"улица Верземнека, дом 7",37.63,55.79
Северный административный округ,район Коптево,"Коптевский бульвар, дом 15",37.52,55.83
Юго-Восточный административный округ,район Кузьминки,"Зеленодольская улица, дом 33, корпус 2",37.77,55.71
Западный административный округ,район Кунцево,"Молдавская улица, дом 6, корпус 2",37.44,55.73
Юго-Западный административный округ,район Коньково,"улица Генерала Антонова, дом 5А",37.54,55.65
Западный административный округ,район Крылатское,"Крылатская улица, дом 25",37.43,55.77
Юго-Западный административный округ,район Котловка,"улица Ремизова, дом 12",37.60,55.68
Юго-Западный административный округ,Ломоносовский район,"улица Кравченко, дом 14, корпус 1",37.52,55.68
Юго-Западный административный округ,Академический район,"улица Винокурова, дом 19",37.60,55.69
Северо-Восточный административный округ,район Свиблово,"Берингов проезд, дом 3, строение 2",37.66,55.86
Северо-Восточный административный округ,Ярославский район,"Холмогорская улица, дом 6, корпус 2",37.72,55.88
Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 144",37.72,55.88
Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 109, корпус 3",37.71,55.87
Северо-Восточный административный округ,район Бибирево,"Белозерская улица, дом 10",37.61,55.90
Северо-Восточный административный округ,район Южное Медведково,"проезд Шокальского, дом 12",37.65,55.88
Северо-Восточный административный округ,район Лианозово,"Череповецкая улица, дом 15",37.58,55.90
Северо-Восточный административный округ,район Южное Медведково,"проезд Дежнёва, дом 9, корпус 2",37.64,55.87
Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 100",37.59,55.90
Северо-Восточный административный округ,район Лианозово,"Абрамцевская улица, дом 8",37.58,55.90
Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 91, корпус 1",37.59,55.90
Северо-Восточный административный округ,район Лианозово,"Новгородская улица, дом 11, корпус 2",37.58,55.90
Северо-Восточный административный округ,район Лианозово,"Илимская улица, дом 10",37.58,55.89
Северо-Восточный административный округ,район Южное Медведково,"Заповедная улица, дом 28",37.65,55.87
Северо-Восточный административный округ,район Лианозово,"Псковская улица, дом 2, корпус 1",37.56,55.90
Северо-Восточный административный округ,район Лианозово,"Псковская улица, дом 7, корпус 1",37.55,55.91
Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 120, корпус 2",37.71,55.87
Юго-Западный административный округ,район Ясенево,"Соловьиный проезд, дом 16, корпус 2",37.55,55.61
Центральный административный округ,район Хамовники,"улица Тимура Фрунзе, дом 28",37.59,55.74
Северо-Западный административный округ,район Щукино,"улица Берзарина, дом 24",37.48,55.79
Западный административный округ,район Крылатское,"Осенний бульвар, дом 5, корпус 2",37.40,55.76
Западный административный округ,район Крылатское,"улица Крылатские Холмы, дом 30, корпус 3",37.41,55.77
Юго-Западный административный округ,район Ясенево,"Голубинская улица, дом 28, корпус 2",37.54,55.59
Центральный административный округ,Пресненский район,"Мукомольный проезд, дом 3, строение 1",37.52,55.75
Юго-Западный административный округ,район Ясенево,"проезд Одоевского, дом 3, корпус 1",37.51,55.60
Западный административный округ,район Очаково-Матвеевское,"улица Наташи Ковшовой, дом 14, строение 1",37.45,55.68
Юго-Западный административный округ,район Южное Бутово,"улица Адмирала Лазарева, владение 17, строение 2",37.54,55.54
Западный административный округ,район Тропарёво-Никулино,"улица Мичуринский Проспект, Олимпийская Деревня, дом 14",37.47,55.67
Западный административный округ,район Солнцево,"Производственная улица, дом 6, строение 23",37.39,55.65
Западный административный округ,район Фили-Давыдково,"Кастанаевская улица, дом 62",37.46,55.73
Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, дом 25",37.61,55.87
Северо-Восточный административный округ,район Свиблово,"Тенистый проезд, дом 2, строение 1",37.64,55.86
Восточный административный округ,район Новокосино,"Салтыковская улица, дом 13Б",37.86,55.74
Северо-Восточный административный округ,район Отрадное,"улица Хачатуряна, дом 7",37.59,55.86
Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 41, строение 1",37.58,55.71
